,Date,User,Tweet,clean_tweet,stem_rmSW,lx_sentiment,tf_sentiment2
2617,2023-06-07 00:21:21+00:00,ade206,@ch_chotimah2 @jokowi @ganjarpranowo Itulah  Jkw ..bapa bangsa ..di rakernas Pdip ..dia puji ganjar..di acara gerindra ..dia puji prabowo.. setalah jkw ..ini masa prabowo..di acara golkar ..dia puji airlangga.. golkar pasti menang pemilu.. bijak skali Jkw  . Jadi paham kan 😄,   itulah  jkw bapa bangsa di rakernas pdip dia puji ganjardi acara gerindra dia puji prabowo setalah jkw ini masa prabowodi acara golkar dia puji airlangga golkar pasti menang pemilu bijak skali jkw   jadi paham kan ,jkw bapa bangsa rakernas pdip puji ganjardi acara gerindra puji prabowo seta jkw prabowodi acara golkar puji airlangga golkar menang milu bijak skali jkw paham,positif,positive
2618,2023-06-07 00:20:57+00:00,Anggita_lung,"Terkait validasi data pemilih di DOB Papua, Bagja mengungkapkan ada tiga potensi kerawanan yang perlu diantisipasi semua pihak. Ketiganya yakni potensi terjadi penyalahgunaan data kependudukan atau penyalahgunaan suara pada saat pemilu. 
#BasmiKSTPengancamOAP
#Lazada66WOWTH https://t.co/gsc7WInOQN","terkait validasi data pemilih di dob papua bagja mengungkapkan ada tiga potensi kerawanan yang perlu diantisipasi semua pihak ketiganya yakni potensi terjadi penyalahgunaan data kependudukan atau penyalahgunaan suara pada saat pemilu 
",kait validasi data pilih dob papua bagja potensi rawan antisipasi tiga potensi penyalahgunaan data duduk penyalahgunaan suara milu,negatif,neutral
2619,2023-06-07 00:18:20+00:00,medini_pps,"#TemanPemilih berikut kami sampaikan Iklan layanan masyarakat, Himbauan kepada masyarakat mengenai pemilu serentak pada bulan februari 2024

#kpuri
#kpujateng 
#kpudemak 
#ppkgajah2024 https://t.co/yJEBKEk9MZ","berikut kami sampaikan iklan layanan masyarakat himbauan kepada masyarakat mengenai pemilu serentak pada bulan februari 2024

",iklan layan masyarakat himbauan masyarakat milu serentak februari 2024,positif,neutral
2620,2023-06-07 00:17:47+00:00,NewsMotiva,"Itu menunjukkan Prabowo ingin lepas dari bayang - bayang presiden Jokowi karena dirasa tidak efektif lagi
untuk dijadikan barometer kemenangan pemilu.","itu menunjukkan prabowo ingin lepas dari bayang  bayang presiden jokowi karena dirasa tidak efektif lagi
untuk dijadikan barometer kemenangan pemilu",prabowo lepas bayang bayang presiden jokowi rasa efektif jadi barometer menang milu,positif,negative
2621,2023-06-07 00:16:52+00:00,HBolsel,"Stop Hoax Dan Provokasi
Budayakan 3 S (Saring Sebelum Sharing) 

Ciptakan Pemilu 2024 Aman, Damai dan Tertib. 

Humas Polda Sulut https://t.co/VontdMr693","stop hoax dan provokasi
budayakan 3 s saring sebelum sharing 

ciptakan pemilu 2024 aman damai dan tertib 

humas polda sulut ",stop hoax provokasi budaya 3 s saring sharing cipta milu 2024 aman damai tertib humas polda sulut,negatif,neutral
2622,2023-06-07 00:15:54+00:00,ade206,@AnakLolina2 @jokowi Itulah Jkw ..bapa bangsa. Di rakernas Pdip ..dia puji ganjar. Di acara gerindra..dia puji prabowo..setelah saya ini mssa prabowo..di acara golkar.. dia puji airlangga..golkar pasti menang pemilu katanya...semua pendukung bersorak ..paham kan 😄,  itulah jkw bapa bangsa di rakernas pdip dia puji ganjar di acara gerindradia puji prabowosetelah saya ini mssa prabowodi acara golkar dia puji airlanggagolkar pasti menang pemilu katanyasemua pendukung bersorak paham kan ,jkw bapa bangsa rakernas pdip puji ganjar acara gerindradia puji prabowosetelah mssa prabowodi acara golkar puji airlanggagolkar menang milu katanyasemua dukung sorak paham,positif,positive
2623,2023-06-07 00:15:21+00:00,CNNIndonesia,UU Pemilu: Capres-Cawapres Boleh Lulusan SLB Tingkat SMA https://t.co/y1PmBVMnkq,uu pemilu caprescawapres boleh lulusan slb tingkat sma ,uu milu caprescawapres lulus slb tingkat sma,positif,neutral
2624,2023-06-07 00:14:04+00:00,sekarlangit585,"Tanggung jawab agar pemilu jurdil,aman dan sukses jadi tanggung jawab bapak 👍
Tapi yg namanya pemilu itu pestanya rakyat,biar rakyat yg menentukan pilihan sendiri !!!
Bapak tinggal mengawasi OK kan pak 🙏","tanggung jawab agar pemilu jurdilaman dan sukses jadi tanggung jawab bapak 
tapi yg namanya pemilu itu pestanya rakyatbiar rakyat yg menentukan pilihan sendiri 
bapak tinggal mengawasi ok kan pak ",tanggung milu jurdilaman sukses tanggung yg nama milu pesta rakyatbiar rakyat yg tentu pilih tinggal awas ok,negatif,negative
2625,2023-06-07 00:11:06+00:00,HeriJunaidiHer1,"@tvOneNews Aah selama ini pemilu aman2 aja kok, ada riak2 kecil itu mah biasa.", aah selama ini pemilu aman2 aja kok ada riak2 kecil itu mah biasa,aah milu aman 2 aja riak 2 mah,positif,negative
2626,2023-06-07 00:08:22+00:00,Rozzty5,"@democrazymedia coming soon : 
- Promo penurunan harga BBM , berlaku sampai pemilu selesai. 🥰"," coming soon  
 promo penurunan harga bbm  berlaku sampai pemilu selesai ",coming soon promo turun harga bbm laku milu selesai,negatif,neutral
2627,2023-06-07 00:08:21+00:00,muadz_2019,"Artinya ""Tipu2 Kampanye menjelang Pemilu saja"" ?!?

Nanti stlh brhsil mmbuai rakyat lagi, ""Ejek emak2 ibu RT yg sdg trpaksa antri Migor yg naiknya gak karuan tdk bs dkontrol pemerintah lg krn Penguasa dikuasai Oligarki2 yg dlu dbri subsidi klp sawit"" kn ?

Msh mo pilih PDIP lg ??","artinya tipu2 kampanye menjelang pemilu saja 

nanti stlh brhsil mmbuai rakyat lagi ejek emak2 ibu rt yg sdg trpaksa antri migor yg naiknya gak karuan tdk bs dkontrol pemerintah lg krn penguasa dikuasai oligarki2 yg dlu dbri subsidi klp sawit kn 

msh mo pilih pdip lg ",tipu 2 kampanye jelang milu stlh brhsil mmbuai rakyat ejek emak 2 rt yg sdg trpaksa antri migor yg naik gak karuan tdk bs dkontrol perintah lg krn kuasa asai oligarki 2 yg dlu dbri subsidi klp sawit kn msh mo pilih pdip lg,positif,negative
2628,2023-06-07 00:08:01+00:00,cibanteng1971,"@tvOneNews Ini adalah salah satu bagian dari mengumpan EMOSI UMAT ISLAM agar chaos? Jika terjadi chaos ada alasan perpanjangan masa jabatan atau penundaan pemilu? Kenapa karena jagoannya secara REAL kalah dgn @aniesbaswedan . Umat islam harus hati hati, serahkan saja sama aparat hukum", ini adalah salah satu bagian dari mengumpan emosi umat islam agar chaos jika terjadi chaos ada alasan perpanjangan masa jabatan atau penundaan pemilu kenapa karena jagoannya secara real kalah dgn   umat islam harus hati hati serahkan saja sama aparat hukum,salah umpan emosi umat islam chaos chaos alas panjang jabat tunda milu jago real kalah dgn umat islam hati hati serah aparat hukum,negatif,negative
2629,2023-06-07 00:07:54+00:00,ASenuro,"Kita hidup dimana Setan sedang berkuasa, ketika mendekati pemilu mereka pura-pura peduli pd rakyat.
Padahal mereka adalah orang yg menjual tanah air demi perutnya.
Mereka adalah MALING bantuan sosial untuk Rakyat Jelata.
Kok bisa kalian masih bisa mendukung mereka?!
#asansenuro https://t.co/F61iHeGwjk","kita hidup dimana setan sedang berkuasa ketika mendekati pemilu mereka purapura peduli pd rakyat
padahal mereka adalah orang yg menjual tanah air demi perutnya
mereka adalah maling bantuan sosial untuk rakyat jelata
kok bisa kalian masih bisa mendukung mereka
",hidup mana setan kuasa dekat milu purapura peduli pd rakyat orang yg jual tanah air perut maling bantu sosial rakyat jelata dukung,negatif,negative
2630,2023-06-07 00:06:42+00:00,rusdiantotim,"Terepas dari kritik apapun Ketum PKB ini memang layak diperhitungkan pada pilpres 2024, kesuksesan pada pemilu 2019 yg menjadikan PKB pertama kali meraih 58 kursi DPR RI dan menjadikan PKB menjadi Partai yg menasional.
#GusMuhaiminPenentu 
#MuhaiminIskandar https://t.co/4eAtG1Zq0o","terepas dari kritik apapun ketum pkb ini memang layak diperhitungkan pada pilpres 2024 kesuksesan pada pemilu 2019 yg menjadikan pkb pertama kali meraih 58 kursi dpr ri dan menjadikan pkb menjadi partai yg menasional
",repas kritik apa tum pkb layak hitung pilpres 2024 sukses milu 2019 yg jadi pkb kali raih 58 kursi dpr ri jadi pkb partai yg nasional,negatif,positive
2631,2023-06-07 00:06:35+00:00,haelamarie,DPC Partai Gerindra Lambar Optimis Raih 8 Kursi pada Pemilu Mendatang - LampostTV #Prabowo #BangkitBersama https://t.co/4CHMUYcSJY,dpc partai gerindra lambar optimis raih 8 kursi pada pemilu mendatang  lamposttv ,dpc partai gerindra lambar optimis raih 8 kursi milu lamposttv,positif,neutral
2632,2023-06-07 00:06:10+00:00,KpuSulteng,"#Temanpemilih, Sekretaris Jendral KPU Bernad Dermawan Sutrisno melantik dan mengambil sumpah/ janji Pejabat Administrasi  Cherly Trisna Ilyas Sebagai Kepala Bagian Teknis Penyelenggaraan Pemilu, Partisipasi dan Hubungan Masyarakat pada sekretariat KPU Provinsi Sulawesi Tengah. https://t.co/f5XWmrXf9t", sekretaris jendral kpu bernad dermawan sutrisno melantik dan mengambil sumpah janji pejabat administrasi  cherly trisna ilyas sebagai kepala bagian teknis penyelenggaraan pemilu partisipasi dan hubungan masyarakat pada sekretariat kpu provinsi sulawesi tengah ,sekretaris jendral kpu bernad dermawan sutrisno lantik ambil sumpah janji jabat administrasi cherly trisna ilyas kepala teknis selenggara milu partisipasi hubung masyarakat sekretariat kpu provinsi sulawesi,negatif,neutral
2633,2023-06-07 00:05:14+00:00,a53pfarhani,@democrazymedia Menjelang pemilu ngaku partai wong cilik, menjelang pemilu ngaku partai wong cilik,jelang milu ngaku partai cilik,neutral,negative
2634,2023-06-07 00:05:04+00:00,mediaindonesia,"Selain tidak memiliki hak suara, Polri dan TNI juga memiliki sejumlah pantangan dalam Pemilu. Berikut penjelasannya.  https://t.co/kLoDmG37Q0",selain tidak memiliki hak suara polri dan tni juga memiliki sejumlah pantangan dalam pemilu berikut penjelasannya  ,milik hak suara polri tni milik pantang milu jelas,negatif,neutral
2635,2023-06-07 00:03:36+00:00,BawasluLampung_,"Ketua dan Anggota Bawaslu Lampung Iskardo P. Panggar, Suheri, dan Imam Bukhori hadiri Diskusi Kelompok Terpumpun (DKT) Identifikasi Kebutuhan Penguatan Kapasitas Saksi Peserta Pemilu 2024 di Palu, Sulawesi Tengah, Selasa (6/6/2023)

Selengkapnya : https://t.co/vYVv5Ko1pi https://t.co/I32OYeBru2","ketua dan anggota bawaslu lampung iskardo p panggar suheri dan imam bukhori hadiri diskusi kelompok terpumpun dkt identifikasi kebutuhan penguatan kapasitas saksi peserta pemilu 2024 di palu sulawesi tengah selasa 662023

selengkapnya   ",ketua anggota bawaslu lampung iskardo p panggar suheri imam bukhori hadir diskusi kelompok pumpun dkt identifikasi butuh kuat kapasitas saksi serta milu 2024 palu sulawesi selasa 662023 lengkap,negatif,neutral
2636,2023-06-07 00:02:53+00:00,uliek69,"@democrazymedia Tiap dekat Pemilu selalu bawa2 Wong Cilik. 
Masih mau kasih suaranya ke Partai ini?"," tiap dekat pemilu selalu bawa2 wong cilik 
masih mau kasih suaranya ke partai ini",milu bawa 2 cilik kasih suara partai,negatif,negative
2637,2023-06-07 00:01:26+00:00,joyo_kacer,"Ini fakta klu pak @aniesbaswedan itu klau secara riil keterpilihan di pemilu 2024 sangat2 ditakuti istana🤣🤣🤣 mari rakyat NKRI kita tumbangkan rezim dan penerus rezim yg jahat ini.
https://t.co/rnLvLW2wFQ","ini fakta klu pak  itu klau secara riil keterpilihan di pemilu 2024 sangat2 ditakuti istana mari rakyat nkri kita tumbangkan rezim dan penerus rezim yg jahat ini
",fakta klu klau riil pilih milu 2024 2 takut istana mari rakyat nkri tumbang rezim terus rezim yg jahat,negatif,negative
2638,2023-06-07 00:00:59+00:00,esasuryo,"@tawajkt Rakyat yg mana....selama ini untik siapa giliran mau pemilu bawah"" rakyat", rakyat yg manaselama ini untik siapa giliran mau pemilu bawah rakyat,rakyat yg manaselama untik gilir milu rakyat,neutral,negative
2639,2023-06-06 23:59:27+00:00,FeliksMeidianto,"Musim pemilu sudah di depan mata, jual beli suara sudah biasa.

Ketika sudah jadi, maka permainan anggaran &amp; proyek dimulai dan di eksekusi

Bagi bagi jabatan
Bagi bagi anggaran
Bagi bagi proyek

Itu Sudah biasa...","musim pemilu sudah di depan mata jual beli suara sudah biasa

ketika sudah jadi maka permainan anggaran amp proyek dimulai dan di eksekusi

bagi bagi jabatan
bagi bagi anggaran
bagi bagi proyek

itu sudah biasa",musim milu mata jual beli suara main anggar amp proyek eksekusi jabat anggar proyek,negatif,negative
2640,2023-06-06 23:59:15+00:00,sinergi_bna,KIP Banda Aceh: UJI MAMPU BACA AL-QUR’AN BAKAL CALON ANGGOTA DPRK BANDA ACEH PEMILU 2024 https://t.co/piWSNzG9PK,kip banda aceh uji mampu baca alquran bakal calon anggota dprk banda aceh pemilu 2024 ,kip banda aceh uji baca alquran calon anggota dprk banda aceh milu 2024,negatif,neutral
2641,2023-06-06 23:55:55+00:00,Fannykur29,"@democrazymedia Awas mendekati pemilu…blajar dari sebelum2nya,gak pernah bela wong cilik membela rakyat wong cilik…hati2  Awas…", awas mendekati pemilublajar dari sebelum2nyagak pernah bela wong cilik membela rakyat wong cilikhati2  awas,awas dekat pemilublajar 2nyagak bela cilik bela rakyat cilikhati 2 awas,negatif,negative
2642,2023-06-06 23:55:40+00:00,pacekriboow,"@RPramurwatin @sabronaiditnusa @Tan_Mar3M Yah mau bgmana lagi? 
Org2 begini kan dipiara supaya tetap bodoh, mereka ini mesin pendulang suara tiap pemilu https://t.co/duSNopjGyf","   yah mau bgmana lagi 
org2 begini kan dipiara supaya tetap bodoh mereka ini mesin pendulang suara tiap pemilu ",yah bgmana org 2 piara bodoh mesin dulang suara milu,negatif,negative
2643,2023-06-06 23:54:54+00:00,KIP_AcehSingkil,"Hallo #TemanPemilih Piket Malam Sekretariat KIP Kabupaten Aceh Singkil ""Dalam Mendukung Kelancaran Penyelenggaraan Pemilu dan Pemilihan Tahun 2024""
#KPUMelayani 
#SalamIntegritas24jam https://t.co/JoaGM3ZkfP","hallo piket malam sekretariat kip kabupaten aceh singkil dalam mendukung kelancaran penyelenggaraan pemilu dan pemilihan tahun 2024
",hallo piket malam sekretariat kip kabupaten aceh singkil dukung lancar selenggara milu pilih 2024,positif,neutral
2644,2023-06-06 23:54:23+00:00,Marsuci11,"@abu_waras Tidak di pungkiri semua punya nyali
Tetapi yang sangat sedih sekali ketika yang sudah tidak terpilih menuntut pemilu di ulang lagi juga  sungguh malu  sekali malah buat istana ke plecidenan di mainin

Hmmm....wong edan ora waras bener"," tidak di pungkiri semua punya nyali
tetapi yang sangat sedih sekali ketika yang sudah tidak terpilih menuntut pemilu di ulang lagi juga  sungguh malu  sekali malah buat istana ke plecidenan di mainin

hmmmwong edan ora waras bener",pungkiri nyali sedih pilih tuntut milu ulang sungguh malu istana plecidenan mainin hmmmwong edan ora waras bener,negatif,negative
2645,2023-06-06 23:54:05+00:00,SaibiArie,"@tifsembiring Gak usah lg pemilu ustad 
Udah menang ini"," gak usah lg pemilu ustad 
udah menang ini",gak lg milu ustad udah menang,negatif,negative
2646,2023-06-06 23:52:47+00:00,jakasem39381602,"@Budionotaslim3 @tvOneNews tetap semangaat..dukung anis..jangan lupa nanti klo kalah atau gagal nyapres bilang..pemilu curang.., di jegal..plus demo sambil bakar2",  tetap semangaatdukung anisjangan lupa nanti klo kalah atau gagal nyapres bilangpemilu curang di jegalplus demo sambil bakar2,semangaatdukung anisjangan lupa klo kalah gagal nyapres bilangpemilu curang jegalplus demo bakar 2,negatif,negative
2647,2023-06-06 23:51:15+00:00,KpuSulteng,"#TemanPemilih, Segenap Jajaran KPU Prov Sulteng Mengucapkan Selamat atas dilantiknya Cherly Trisna Ilyas sebagai Kepala Bagian Teknis Penyelenggaraan Pemilu, Partisipasi dan Hubungan Masyarakat KPU Provinsi Sulawesi Tengah 

Semoga Selalu Amanah dalam Menjalankan Tugas..!! https://t.co/faG1jUKmMU"," segenap jajaran kpu prov sulteng mengucapkan selamat atas dilantiknya cherly trisna ilyas sebagai kepala bagian teknis penyelenggaraan pemilu partisipasi dan hubungan masyarakat kpu provinsi sulawesi tengah 

semoga selalu amanah dalam menjalankan tugas ",segenap jajar kpu prov sulteng selamat lantik cherly trisna ilyas kepala teknis selenggara milu partisipasi hubung masyarakat kpu provinsi sulawesi moga amanah jalan tugas,positif,neutral
2648,2023-06-06 23:50:12+00:00,mamuiz,"@papa_loren yang penting janda tajir sudah berhasil di dahulukan, saatnya urus fakir miskin mumpung jelang pemilu", yang penting janda tajir sudah berhasil di dahulukan saatnya urus fakir miskin mumpung jelang pemilu,janda tajir hasil dahulu urus fakir miskin mumpung jelang milu,negatif,negative
2649,2023-06-06 23:49:58+00:00,Aisyahrosa6,"@VIVAcoid UUD tentang fakir miskin dll itu uda lama, nii giliran pemilu uda ngumumin calon baru koar koar aja.", uud tentang fakir miskin dll itu uda lama nii giliran pemilu uda ngumumin calon baru koar koar aja,uud fakir miskin dll uda nii gilir milu uda ngumumin calon koar koar aja,negatif,negative
2650,2023-06-06 23:47:36+00:00,Aldinosaw,@upin_to @GOAL_ID Mau pemilu...,  mau pemilu,milu,neutral,negative
2651,2023-06-06 23:46:39+00:00,DYS_yes,@republikaonline Tanda pemilu sudah dekat, tanda pemilu sudah dekat,tanda milu,negatif,neutral
2652,2023-06-06 23:46:15+00:00,Dimas_Panji0922,"PDI Perjuangan (PDIP) menilai sikap Presiden Joko Widodo (Jokowi) yang akan cawe-cawe di Pemilu 2024 merupakan langkah yang sah saja untuk menjamin kelangsungan programnya pada periode mendatang.
https://t.co/nq2LCAP4Oz
@jokowi https://t.co/boBUzx0rnN","pdi perjuangan pdip menilai sikap presiden joko widodo jokowi yang akan cawecawe di pemilu 2024 merupakan langkah yang sah saja untuk menjamin kelangsungan programnya pada periode mendatang

 ",pdi juang pdip nilai sikap presiden joko widodo jokowi cawecawe milu 2024 langkah sah jamin langsung program periode,positif,neutral
2653,2023-06-06 23:45:41+00:00,ariesandjaya2,"@Jeza74422125 @tempodotco Proyek kelar 2023, pemilu 2024. Gimana caranya ????",  proyek kelar 2023 pemilu 2024 gimana caranya ,proyek kelar 2023 milu 2024 gimana,positif,negative
2654,2023-06-06 23:45:08+00:00,James2621109461,"PDI Perjuangan (PDIP) menilai sikap Presiden Joko Widodo (Jokowi) yang akan cawe-cawe di Pemilu 2024 merupakan langkah yang sah saja untuk menjamin kelangsungan programnya pada periode mendatang.
https://t.co/lp0GI2RJcG
@jokowi https://t.co/g21eoYHb2K","pdi perjuangan pdip menilai sikap presiden joko widodo jokowi yang akan cawecawe di pemilu 2024 merupakan langkah yang sah saja untuk menjamin kelangsungan programnya pada periode mendatang

 ",pdi juang pdip nilai sikap presiden joko widodo jokowi cawecawe milu 2024 langkah sah jamin langsung program periode,positif,neutral
2655,2023-06-06 23:44:34+00:00,THapray,"@papa_loren saat menjabat , hal begituan bukan sesuatu yg menarik ...

fakir miskin , wong cilik hanya komoditi pemilu saja 😁😁😁"," saat menjabat  hal begituan bukan sesuatu yg menarik 

fakir miskin  wong cilik hanya komoditi pemilu saja ",jabat begitu yg tarik fakir miskin cilik komoditi milu,negatif,negative
2656,2023-06-06 23:42:21+00:00,rini99714803,"@republikaonline Mau pemilu baru mikirin anak terlantar dan fakir miskin nanti udh kelar pemilu tuh anak dan fakir miskin di telantarin lagi, polanya udh biasa ditiupkan angin surga supaya bisa dimasukkan kedalam neraka kesengsaraan selama 5 tahun kedepan", mau pemilu baru mikirin anak terlantar dan fakir miskin nanti udh kelar pemilu tuh anak dan fakir miskin di telantarin lagi polanya udh biasa ditiupkan angin surga supaya bisa dimasukkan kedalam neraka kesengsaraan selama 5 tahun kedepan,milu mikirin anak lantar fakir miskin udh kelar milu tuh anak fakir miskin telantarin pola udh tiup angin surga masuk dalam neraka sengsara 5 depan,negatif,negative
2657,2023-06-06 23:41:42+00:00,mckipbandaaceh,UJI MAMPU BACA AL-QUR'AN BAKAL CALON ANGGOTA DPRK BANDA ACEH  PEMILU 2024 Selengkapnya di.... https://t.co/1jz5Q03iCL https://t.co/eBJTSH1Luk,uji mampu baca alquran bakal calon anggota dprk banda aceh  pemilu 2024 selengkapnya di  ,uji baca alquran calon anggota dprk banda aceh milu 2024 lengkap,negatif,neutral
2658,2023-06-06 23:41:33+00:00,ABaz_KAra,Tanda2 mau pemilu @PDI_Perjuangan @puanmaharani_ri,tanda2 mau pemilu  ,tanda 2 milu,negatif,negative
2659,2023-06-06 23:39:24+00:00,ucokys,"@democrazymedia Liat pa yg terjadi slama 2 priode pdip berkuasa....masih percaya m omonganny...pas mau pemilu j ngaku"" partai wong cilik...saat wong cilik tertindas pada mingkem die..", liat pa yg terjadi slama 2 priode pdip berkuasamasih percaya m omongannypas mau pemilu j ngaku partai wong ciliksaat wong cilik tertindas pada mingkem die,liat pa yg slama 2 priode pdip berkuasamasih percaya m omongannypas milu j ngaku partai ciliksaat cilik tindas mingkem die,negatif,negative
2660,2023-06-06 23:37:53+00:00,Jiesoe_,"Siapa yg mendzalimi sapa yg mau menjegal jgn mimpi ustadz menang di pilkada akan terulang di pemilu 2024.
Allah Maha Tahu ga akan memilih pemimpin yg kerjanya cuma sibuk bernarasi sibuk cari belas kasihan dari pendukungnya yg minim pemikiran.","siapa yg mendzalimi sapa yg mau menjegal jgn mimpi ustadz menang di pilkada akan terulang di pemilu 2024
allah maha tahu ga akan memilih pemimpin yg kerjanya cuma sibuk bernarasi sibuk cari belas kasihan dari pendukungnya yg minim pemikiran",yg mendzalimi sapa yg jegal jgn mimpi ustadz menang pilkada ulang milu 2024 allah maha ga pilih pimpin yg kerja sibuk narasi sibuk cari belas kasihan dukung yg minim pikir,negatif,negative
2661,2023-06-06 23:37:23+00:00,Tnr_swtr,"Lihat postingan ini… ""Polemik Sistem Pemilu Tertutup, Pamong Institute: Umat Islam Harus Punya Agenda Sendiri "".
https://t.co/FGAWbPBvu7","lihat postingan ini polemik sistem pemilu tertutup pamong institute umat islam harus punya agenda sendiri 
",lihat postingan polemik sistem milu tutup pamong institute umat islam agenda,positif,neutral
2662,2023-06-06 23:37:17+00:00,rommyirawanid,@democrazymedia wong cilik dipelihara PDIP untuk dipakai tiap pemilu, wong cilik dipelihara pdip untuk dipakai tiap pemilu,cilik pelihara pdip pakai milu,positif,negative
2663,2023-06-06 23:36:39+00:00,LantaiAtas09,@Tan_Mar3M Senjata pamungkas saat pemilu, senjata pamungkas saat pemilu,senjata pamungkas milu,neutral,neutral
2664,2023-06-06 23:35:34+00:00,harissuhantra1,@yusuf_dumdum Kayaknya banyak yang panik karna gelagatnya Anies akan mengulang kesuksesan kemenangannya di dki akan terulang di 2024. Buat yg beda dukungan jangan meratapi kekalahan berlarut larut banyak banyak istigfar buat yg muslim. Semoga pemilu 2024 berjalan sukses dan damai., kayaknya banyak yang panik karna gelagatnya anies akan mengulang kesuksesan kemenangannya di dki akan terulang di 2024 buat yg beda dukungan jangan meratapi kekalahan berlarut larut banyak banyak istigfar buat yg muslim semoga pemilu 2024 berjalan sukses dan damai,kayak panik karna gelagat anies ulang sukses menang dki ulang 2024 yg beda dukung ratap kalah larut larut istigfar yg muslim moga milu 2024 jalan sukses damai,negatif,positive
2665,2023-06-06 23:33:11+00:00,FachmiBagindo,"@musniumar Setuju Bung Mazni Umar,Elektabilitas Anies sengaja di jatuhkan dgn harapan rakyat pemilih Anies terpengaruh hasil survey abal2 itu,saya yakin Anies pasti menang pilpres momentum pemilu sekarang ini", setuju bung mazni umarelektabilitas anies sengaja di jatuhkan dgn harapan rakyat pemilih anies terpengaruh hasil survey abal2 itusaya yakin anies pasti menang pilpres momentum pemilu sekarang ini,tuju mazni umarelektabilitas anies sengaja jatuh dgn harap rakyat pilih anies pengaruh hasil survey abal 2 itusaya anies menang pilpres momentum milu,negatif,negative
2666,2023-06-06 23:32:25+00:00,Andri_Law_,"@aik_arif Yg bikin panas bukan hutan, dan tambang. Tp Pemilu.", yg bikin panas bukan hutan dan tambang tp pemilu,yg bikin panas hutan tambang tp milu,neutral,negative
2667,2023-06-06 23:31:49+00:00,hand_oy,"@VIVAcoid Stlh era SBY kalian kemana saja?
Jualan wong cilik ketika mendekati pemilu???"," stlh era sby kalian kemana saja
jualan wong cilik ketika mendekati pemilu",stlh era sby mana jual cilik dekat milu,negatif,negative
2668,2023-06-06 23:31:21+00:00,PPS_Jatinagara,"#temanpemilih 
Pelaksanaan Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Sementara Hasil Perbaikan (DPSHP) Akhir tingkat Kecamatan Jatinagara pada Pemilu tahun 2024.

Minggu, 4 Juni 2023

#KPUMelayani #PemiluSerentak2024 #suarapemilusuararakyat https://t.co/ztcGxIBa3R","pelaksanaan rapat pleno terbuka rekapitulasi daftar pemilih sementara hasil perbaikan dpshp akhir tingkat kecamatan jatinagara pada pemilu tahun 2024

minggu 4 juni 2023

",laksana rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp tingkat camat jatinagara milu 2024 minggu 4 juni 2023,negatif,neutral
2669,2023-06-06 23:30:27+00:00,PPS_Jatinagara,"#temanpemilih 
Pelaksanaan Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Sementara Hasil Perbaikan (DPSHP) Akhir tingkat Desa Jatinagara pada Pemilu tahun 2024.

Kamis, 1 Juni 2023

#KPUMelayani #PemiluSerentak2024 #suarapemilusuararakyat https://t.co/G306i6ukqP","pelaksanaan rapat pleno terbuka rekapitulasi daftar pemilih sementara hasil perbaikan dpshp akhir tingkat desa jatinagara pada pemilu tahun 2024

kamis 1 juni 2023

",laksana rapat pleno buka rekapitulasi daftar pilih hasil baik dpshp tingkat desa jatinagara milu 2024 kamis 1 juni 2023,negatif,neutral
2670,2023-06-06 23:23:45+00:00,imediacyber,"HNW: BPIP Mestinya Fokus pada Pancasila, Tak Cawe-cawe Soal Sistem Pemilu https://t.co/f1OagoTQTF",hnw bpip mestinya fokus pada pancasila tak cawecawe soal sistem pemilu ,hnw bpip mesti fokus pancasila cawecawe sistem milu,negatif,neutral
2671,2023-06-06 23:22:47+00:00,LANGKAHANIES,"Ikrar Relawan @aniesbaswedan
1. Bertekad memenangkan Anies Baswedan Presiden 2024
2. Bersikap santun, cerdas, tidak sebar hoax
3. Mendukung semua partai pengusung dan pendukung
4. Mengawal proses pemilu agar jujur adil bebas rahasia.
Siapa cawapres nya.
Tunggu kejutannya ya👌 https://t.co/7dFv6lZuWr","ikrar relawan 
1 bertekad memenangkan anies baswedan presiden 2024
2 bersikap santun cerdas tidak sebar hoax
3 mendukung semua partai pengusung dan pendukung
4 mengawal proses pemilu agar jujur adil bebas rahasia
siapa cawapres nya
tunggu kejutannya ya ",ikrar rawan 1 tekad menang anies baswedan presiden 2024 2 sikap santun cerdas sebar hoax 3 dukung partai usung dukung 4 awal proses milu jujur adil bebas rahasia cawapres nya tunggu kejut ya,negatif,positive
2672,2023-06-06 23:22:07+00:00,Bintang02066881,@papa_loren Mau pemilu, mau pemilu,milu,neutral,negative
2673,2023-06-06 23:21:42+00:00,Riz_Rizuka,@papa_loren Selama berapa hari? Cuma pas waktu kampanye dan mendekati pemilu? Karena rakyat yg miskin diberi uang dan sembako?, selama berapa hari cuma pas waktu kampanye dan mendekati pemilu karena rakyat yg miskin diberi uang dan sembako,pas kampanye dekat milu rakyat yg miskin uang sembako,negatif,negative
